country	year	pop
France	1985	55171224
France	1986	55387361
France	1987	55630100
France	1988	55873463
France	1989	56416625
France	1990	56735161
France	1991	57055448
France	1992	57374179
France	1993	57658289
France	1994	57906847
France	1995	58149727
France	1996	58388408
France	1997	58623428
France	1998	58866290
France	1999	59116128
France	2000	59381628
France	2001	59658144
France	2002	59925035
France	2003	60180529
France	2004	60424213
France	2005	60656178
France	2006	60876136
France	2007	61083916
France	2008	61279972
French Guiana	1950	25516
French Guiana	1951	26083
French Guiana	1952	26664
French Guiana	1953	27257
French Guiana	1954	27863
French Guiana	1955	28483
French Guiana	1956	29145
French Guiana	1957	29853
French Guiana	1958	30609
French Guiana	1959	31400
French Guiana	1960	32243
French Guiana	1961	33206
French Guiana	1962	34424
French Guiana	1963	35973
French Guiana	1964	37893
French Guiana	1965	40035
French Guiana	1966	42172
French Guiana	1967	43991
French Guiana	1968	45383
French Guiana	1969	46782
French Guiana	1970	48291
French Guiana	1971	49934
French Guiana	1972	51609
French Guiana	1973	53190
French Guiana	1974	54687
French Guiana	1975	56261
French Guiana	1976	57871
French Guiana	1977	59707
French Guiana	1978	62287
French Guiana	1979	64907
French Guiana	1980	67762
French Guiana	1981	70885
French Guiana	1982	73999
French Guiana	1983	78844
French Guiana	1984	83757
French Guiana	1985	88828
French Guiana	1986	94003
French Guiana	1987	99323
French Guiana	1988	104745
French Guiana	1989	110251
French Guiana	1990	115930
French Guiana	1991	121664
French Guiana	1992	127452
French Guiana	1993	133287
French Guiana	1994	139166
French Guiana	1995	145082
French Guiana	1996	150933
French Guiana	1997	156616
French Guiana	1998	162127
French Guiana	1999	167459
French Guiana	2000	172605
French Guiana	2001	177562
French Guiana	2002	182333
French Guiana	2003	186917
French Guiana	2004	191309
French Guiana	2005	195506
French Guiana	2006	199509
French Guiana	2007	203321
French Guiana	2008	206941
French Polynesia	1950	62100
French Polynesia	1951	63000
French Polynesia	1952	64500
French Polynesia	1953	66800
French Polynesia	1954	69200
French Polynesia	1955	71900
French Polynesia	1956	75200
French Polynesia	1957	76600
French Polynesia	1958	78100
French Polynesia	1959	79600
French Polynesia	1960	81100
French Polynesia	1961	82600
French Polynesia	1962	83471
French Polynesia	1963	87046
French Polynesia	1964	90793
French Polynesia	1965	94717
French Polynesia	1966	98562
French Polynesia	1967	102756
French Polynesia	1968	107309
French Polynesia	1969	108700
French Polynesia	1970	114000
French Polynesia	1971	121100
French Polynesia	1972	124000
French Polynesia	1973	127000
French Polynesia	1974	130100
French Polynesia	1975	133100
French Polynesia	1976	136300
French Polynesia	1977	138156
French Polynesia	1978	142083
French Polynesia	1979	146463
French Polynesia	1980	150896
French Polynesia	1981	155686
French Polynesia	1982	160416
French Polynesia	1983	165319
French Polynesia	1984	170279
French Polynesia	1985	175416
French Polynesia	1986	180644
French Polynesia	1987	185839
French Polynesia	1988	191173
French Polynesia	1989	196542
French Polynesia	1990	201826
French Polynesia	1991	207085
French Polynesia	1992	212174
French Polynesia	1993	217191
French Polynesia	1994	222078
French Polynesia	1995	226766
French Polynesia	1996	231305
French Polynesia	1997	235770
French Polynesia	1998	240230
French Polynesia	1999	244679
French Polynesia	2000	249110
French Polynesia	2001	253506
French Polynesia	2002	257847
French Polynesia	2003	262125
French Polynesia	2004	266339
French Polynesia	2005	270485
French Polynesia	2006	274578
French Polynesia	2007	278633
French Polynesia	2008	282645
Gabon	1950	415767
Gabon	1951	418227
Gabon	1952	420702
Gabon	1953	423276
Gabon	1954	425951
Gabon	1955	428772
Gabon	1956	431741
Gabon	1957	434904
Gabon	1958	438310
Gabon	1959	442007
Gabon	1960	446003
Gabon	1961	450485
Gabon	1962	455661
Gabon	1963	461357
Gabon	1964	467592
Gabon	1965	474386
Gabon	1966	481519
Gabon	1967	489004
Gabon	1968	496853
Gabon	1969	503763
Gabon	1970	514597
Gabon	1971	525927
Gabon	1972	537977
Gabon	1973	560622
Gabon	1974	597096
Gabon	1975	647426
Gabon	1976	687695
Gabon	1977	706367
Gabon	1978	726252
Gabon	1979	722642
Gabon	1980	713502
Gabon	1981	730507
Gabon	1982	753874
Gabon	1983	778618
Gabon	1984	804827
Gabon	1985	832590
Gabon	1986	858970
Gabon	1987	880397
Gabon	1988	899193
Gabon	1989	918253
Gabon	1990	937493
Gabon	1991	959814
Gabon	1992	985739
Gabon	1993	1012516
Gabon	1994	1040151
Gabon	1995	1068383
Gabon	1996	1096999
Gabon	1997	1126189
Gabon	1998	1156362
Gabon	1999	1194780
Gabon	2000	1235484
Gabon	2001	1268125
Gabon	2002	1299304
Gabon	2003	1331419
Gabon	2004	1363116
Gabon	2005	1394307
Gabon	2006	1424906
Gabon	2007	1454867
Gabon	2008	1484149
Gambia, The	1950	271369
Gambia, The	1951	277682
Gambia, The	1952	284320
Gambia, The	1953	291302
Gambia, The	1954	298650
Gambia, The	1955	306390
Gambia, The	1956	314547
Gambia, The	1957	323150
Gambia, The	1958	332229
Gambia, The	1959	341818
Gambia, The	1960	351953
Gambia, The	1961	362673
Gambia, The	1962	374020
Gambia, The	1963	386040
Gambia, The	1964	398783
Gambia, The	1965	411947
Gambia, The	1966	425546
Gambia, The	1967	439593
Gambia, The	1968	454105
Gambia, The	1969	469095
Gambia, The	1970	484580
Gambia, The	1971	500576
Gambia, The	1972	517101
Gambia, The	1973	534171
Gambia, The	1974	551804
Gambia, The	1975	570020
Gambia, The	1976	588836
Gambia, The	1977	608274
Gambia, The	1978	628354
Gambia, The	1979	649096
Gambia, The	1980	670523
Gambia, The	1981	692658
Gambia, The	1982	715523
Gambia, The	1983	739143
Gambia, The	1984	763854
Gambia, The	1985	790282
Gambia, The	1986	818467
Gambia, The	1987	848406
Gambia, The	1988	880170
Gambia, The	1989	913762
Gambia, The	1990	949255
Gambia, The	1991	986512
Gambia, The	1992	1025384
Gambia, The	1993	1065906
Gambia, The	1994	1107563
Gambia, The	1995	1149787
Gambia, The	1996	1192548
Gambia, The	1997	1235767
Gambia, The	1998	1279410
Gambia, The	1999	1323467
Gambia, The	2000	1367884
Gambia, The	2001	1412663
Gambia, The	2002	1457766
Gambia, The	2003	1503179
Gambia, The	2004	1548956
Gambia, The	2005	1595086
Gambia, The	2006	1641564
Gambia, The	2007	1688359
Gambia, The	2008	1735464
Georgia	1950	3515602
Georgia	1951	3579417
Georgia	1952	3628347
Georgia	1953	3687436
Georgia	1954	3759860
Georgia	1955	3827154
Georgia	1956	3887496
Georgia	1957	3936823
Georgia	1958	3994787
Georgia	1959	4071078
Georgia	1960	4146570
Georgia	1961	4211113
Georgia	1962	4278649
Georgia	1963	4344220
Georgia	1964	4406832
Georgia	1965	4464959
Georgia	1966	4518103
Georgia	1967	4564785
Georgia	1968	4606979
Georgia	1969	4650335
Georgia	1970	4694491
Georgia	1971	4741628
Georgia	1972	4786475
Georgia	1973	4825850
Georgia	1974	4865233
Georgia	1975	4897656
Georgia	1976	4930036
Georgia	1977	4963464
Georgia	1978	4991045
Georgia	1979	5018606
Georgia	1980	5045697
Georgia	1981	5073148
Georgia	1982	5101213
Georgia	1983	5130925
Georgia	1984	5161724
Georgia	1985	5192957
Georgia	1986	5218973
Georgia	1987	5239970
Georgia	1988	5320248
Georgia	1989	5398106
Georgia	1990	5426207
Georgia	1991	5420156
Georgia	1992	5355289
Georgia	1993	5247618
Georgia	1994	5120809
Georgia	1995	5012952
Georgia	1996	4934572
Georgia	1997	4883476
Georgia	1998	4848495
Georgia	1999	4815667
Georgia	2000	4777209
Georgia	2001	4746164
Georgia	2002	4728357
Georgia	2003	4710921
Georgia	2004	4693892
Georgia	2005	4677401
Georgia	2006	4661473
Georgia	2007	4646003
Georgia	2008	4630841
Germany	1950	68374572
Germany	1951	68875884
Germany	1952	69145952
Germany	1953	69550236
Germany	1954	69868115
Germany	1955	70195612
Germany	1956	70602518
Germany	1957	71019069
Germany	1958	71488167
Germany	1959	72013853
Germany	1960	72480869
Germany	1961	73123148
Germany	1962	73739117
Germany	1963	74340260
Germany	1964	74954262
Germany	1965	75638851
Germany	1966	76206173
Germany	1967	76368453
Germany	1968	76584401
Germany	1969	77143888
Germany	1970	77783164
Germany	1971	78354709
Germany	1972	78717088
Germany	1973	78950220
Germany	1974	78966137
Germany	1975	78682325
Germany	1976	78298957
Germany	1977	78160773
Germany	1978	78066074
Germany	1979	78081292
Germany	1980	78297904
Germany	1981	78401830
Germany	1982	78335266
Germany	1983	78121655
Germany	1984	77855422
Germany	1985	77684907
Germany	1986	77713485
Germany	1987	77718298
Germany	1988	78030572
Germany	1989	78644914
Germany	1990	79380394
Germany	1991	79984244
Germany	1992	80597764
Germany	1993	81132272
Germany	1994	81414164
Germany	1995	81653702
Germany	1996	81890667
Germany	1997	82011073
Germany	1998	82023672
Germany	1999	82074778
Germany	2000	82187909
Germany	2001	82280551
Germany	2002	82350671
Germany	2003	82398326
Germany	2004	82424609
Germany	2005	82431390
Germany	2006	82422299
Germany	2007	82400996
Germany	2008	82369548
Ghana	1950	5297454
Ghana	1951	5436555
Ghana	1952	5581001
Ghana	1953	5731008
Ghana	1954	5886798
Ghana	1955	6048606
Ghana	1956	6216679
Ghana	1957	6391288
Ghana	1958	6572719
Ghana	1959	6761280
Ghana	1960	6958283
Ghana	1961	7153508
Ghana	1962	7355248
Ghana	1963	7563839
Ghana	1964	7781813
Ghana	1965	8009602
Ghana	1966	8245481
Ghana	1967	8490213
Ghana	1968	8744302
Ghana	1969	9009048
Ghana	1970	8788945
Ghana	1971	9065500
Ghana	1972	9354120
Ghana	1973	9649958
Ghana	1974	9905330
Ghana	1975	10118240
Ghana	1976	10333176
Ghana	1977	10538093
Ghana	1978	10720559
Ghana	1979	10878226
Ghana	1980	11015630
Ghana	1981	11176529
Ghana	1982	11400338
Ghana	1983	12150541
Ghana	1984	12829647
Ghana	1985	13224725
Ghana	1986	13776193
Ghana	1987	14168101
Ghana	1988	14568008
Ghana	1989	14975941
Ghana	1990	15399466
Ghana	1991	15837581
Ghana	1992	16278738
Ghana	1993	16784962
Ghana	1994	17274479
Ghana	1995	17669087
Ghana	1996	18041282
Ghana	1997	18418288
Ghana	1998	18819453
Ghana	1999	19232823
Ghana	2000	19657719
Ghana	2001	20093021
Ghana	2002	20550751
Ghana	2003	21019630
Ghana	2004	21483085
Ghana	2005	21946247
Ghana	2006	22409572
Ghana	2007	22873338
Ghana	2008	23336661
Gibraltar	1950	22974
Gibraltar	1951	23230
Gibraltar	1952	23332
Gibraltar	1953	23449
Gibraltar	1954	23566
Gibraltar	1955	23698
Gibraltar	1956	23833
Gibraltar	1957	23947
Gibraltar	1958	24074
Gibraltar	1959	24207
Gibraltar	1960	24342
Gibraltar	1961	24474
Gibraltar	1962	24767
Gibraltar	1963	25018
Gibraltar	1964	25376
Gibraltar	1965	25492
Gibraltar	1966	25649
Gibraltar	1967	25926
Gibraltar	1968	26097
Gibraltar	1969	26310
Gibraltar	1970	26485
Gibraltar	1971	27910
Gibraltar	1972	28873
Gibraltar	1973	29434
Gibraltar	1974	28871
Gibraltar	1975	29379
Gibraltar	1976	29696
Gibraltar	1977	28900
Gibraltar	1978	28980
Gibraltar	1979	29263
Gibraltar	1980	29233
Gibraltar	1981	29701
Gibraltar	1982	29282
Gibraltar	1983	28750
Gibraltar	1984	28194
Gibraltar	1985	27905
Gibraltar	1986	27969
Gibraltar	1987	28214
Gibraltar	1988	28556
Gibraltar	1989	28905
Gibraltar	1990	29017
Gibraltar	1991	28928
Gibraltar	1992	28209
Gibraltar	1993	28266
Gibraltar	1994	27606
Gibraltar	1995	27400
Gibraltar	1996	27274
Gibraltar	1997	27340
Gibraltar	1998	27422
Gibraltar	1999	27501
Gibraltar	2000	27578
Gibraltar	2001	27649
Gibraltar	2002	27714
Gibraltar	2003	27776
Gibraltar	2004	27833
Gibraltar	2005	27884
Gibraltar	2006	27928
Gibraltar	2007	27967
Gibraltar	2008	28002
Greece	1950	7566028
Greece	1951	7646402
Greece	1952	7733250
Greece	1953	7817095
Greece	1954	7893412
Greece	1955	7965538
Greece	1956	8031013
Greece	1957	8096218
Greece	1958	8173129
Greece	1959	8258162
Greece	1960	8327405
Greece	1961	8398050
Greece	1962	8448233
Greece	1963	8479625
Greece	1964	8510429
Greece	1965	8550333
Greece	1966	8613651
Greece	1967	8716441
Greece	1968	8740765
Greece	1969	8772764
Greece	1970	8792806
Greece	1971	8831036
Greece	1972	8888628
Greece	1973	8929086
Greece	1974	8962023
Greece	1975	9046542
Greece	1976	9167190
Greece	1977	9308479
Greece	1978	9429959
Greece	1979	9548258
Greece	1980	9642505
Greece	1981	9729350
Greece	1982	9786480
Greece	1983	9840526
Greece	1984	9887169
Greece	1985	9923253
Greece	1986	9951370
Greece	1987	9974490
Greece	1988	9982723
Greece	1989	10030765
Greece	1990	10129603
Greece	1991	10250880
Greece	1992	10325429
Greece	1993	10382995
Greece	1994	10429826
Greece	1995	10457554
Greece	1996	10479420
Greece	1997	10502372
Greece	1998	10520068
Greece	1999	10536749
Greece	2000	10559110
Greece	2001	10581515
Greece	2002	10603863
Greece	2003	10625945
Greece	2004	10647529
Greece	2005	10668354
Greece	2006	10688058
Greece	2007	10706290
Greece	2008	10722816
Greenland	1950	22300
Greenland	1951	22700
Greenland	1952	23100
Greenland	1953	25000
Greenland	1954	25700
Greenland	1955	26600
Greenland	1956	27700
Greenland	1957	28900
Greenland	1958	30100
Greenland	1959	31200
Greenland	1960	32498
Greenland	1961	33726
Greenland	1962	34906
Greenland	1963	36233
Greenland	1964	37891
Greenland	1965	39208
Greenland	1966	40851
Greenland	1967	42947
Greenland	1968	44716
Greenland	1969	45985
Greenland	1970	46431
Greenland	1971	47233
Greenland	1972	48258
Greenland	1973	49024
Greenland	1974	49485
Greenland	1975	49584
Greenland	1976	49692
Greenland	1977	49433
Greenland	1978	49243
Greenland	1979	49555
Greenland	1980	50208
Greenland	1981	51039
Greenland	1982	51669
Greenland	1983	52125
Greenland	1984	52644
Greenland	1985	53174
Greenland	1986	53665
Greenland	1987	54129
Greenland	1988	54892
Greenland	1989	55453
Greenland	1990	55678
Greenland	1991	55677
Greenland	1992	55659
Greenland	1993	55636
Greenland	1994	55585
Greenland	1995	55806
Greenland	1996	55925
Greenland	1997	56043
Greenland	1998	56157
Greenland	1999	56245
Greenland	2000	56309
Greenland	2001	56352
Greenland	2002	56376
Greenland	2003	56385
Greenland	2004	56384
Greenland	2005	56375
Greenland	2006	56361
Greenland	2007	56344
Greenland	2008	56326
Grenada	1950	75806
Grenada	1951	76969
Grenada	1952	78339
Grenada	1953	80254
Grenada	1954	82525
Grenada	1955	84621
Grenada	1956	85809
Grenada	1957	87086
Grenada	1958	88359
Grenada	1959	89239
Grenada	1960	90148
Grenada	1961	90865
Grenada	1962	91449
Grenada	1963	92076
Grenada	1964	92767
Grenada	1965	93290
Grenada	1966	93579
Grenada	1967	93879
Grenada	1968	94349
Grenada	1969	94867
Grenada	1970	95410
Grenada	1971	96034
Grenada	1972	96618
Grenada	1973	96857
Grenada	1974	96340
Grenada	1975	95819
Grenada	1976	95555
Grenada	1977	94280
Grenada	1978	92535
Grenada	1979	91354
Grenada	1980	90164
Grenada	1981	92354
Grenada	1982	92112
Grenada	1983	91899
Grenada	1984	91905
Grenada	1985	92203
Grenada	1986	92576
Grenada	1987	92719
Grenada	1988	92805
Grenada	1989	92825
Grenada	1990	92360
Grenada	1991	91837
Grenada	1992	91487
Grenada	1993	90904
Grenada	1994	90591
Grenada	1995	90603
Grenada	1996	90371
Grenada	1997	90005
Grenada	1998	89700
Grenada	1999	89470
Grenada	2000	89312
Grenada	2001	89227
Grenada	2002	89211
Grenada	2003	89258
Grenada	2004	89357
Grenada	2005	89502
Grenada	2006	89703
Grenada	2007	89971
Grenada	2008	90303
Guadeloupe	1950	208080
Guadeloupe	1951	212927
Guadeloupe	1952	218011
Guadeloupe	1953	223303
Guadeloupe	1954	229120
Guadeloupe	1955	235385
Guadeloupe	1956	242078
Guadeloupe	1957	248602
Guadeloupe	1958	255124
Guadeloupe	1959	261974
Guadeloupe	1960	268888
Guadeloupe	1961	275714
Guadeloupe	1962	282625
Guadeloupe	1963	289527
Guadeloupe	1964	295823
Guadeloupe	1965	301565
Guadeloupe	1966	306983
Guadeloupe	1967	311603
Guadeloupe	1968	315392
Guadeloupe	1969	318493
Guadeloupe	1970	320657
Guadeloupe	1971	323709
Guadeloupe	1972	326841
Guadeloupe	1973	329477
Guadeloupe	1974	331634
Guadeloupe	1975	333418
Guadeloupe	1976	334454
Guadeloupe	1977	334846
Guadeloupe	1978	335118
Guadeloupe	1979	335616
Guadeloupe	1980	336846
Guadeloupe	1981	338693
Guadeloupe	1982	340813
Guadeloupe	1983	345275
Guadeloupe	1984	349721
Guadeloupe	1985	354125
Guadeloupe	1986	358368
Guadeloupe	1987	362691
Guadeloupe	1988	367386
Guadeloupe	1989	372445
Guadeloupe	1990	377678
Guadeloupe	1991	382946
Guadeloupe	1992	388102
Guadeloupe	1993	392897
Guadeloupe	1994	397585
Guadeloupe	1995	402359
Guadeloupe	1996	407191
Guadeloupe	1997	412050
Guadeloupe	1998	416906
Guadeloupe	1999	421729
Guadeloupe	2000	426493
Guadeloupe	2001	431170
Guadeloupe	2002	435739
Guadeloupe	2003	440189
Guadeloupe	2004	444515
Guadeloupe	2005	448713
Guadeloupe	2006	452776
Guadeloupe	2007	456698
Guadeloupe	2008	460486
Guam	1950	59900
Guam	1951	63400
Guam	1952	63600
Guam	1953	68700
Guam	1954	67100
Guam	1955	68700
Guam	1956	69200
Guam	1957	66500
Guam	1958	66700
Guam	1959	67800
Guam	1960	66900
Guam	1961	66400
Guam	1962	69100
Guam	1963	72000
Guam	1964	72500
Guam	1965	74100
Guam	1966	79200
Guam	1967	81400
Guam	1968	83800
Guam	1969	83700
Guam	1970	86470
Guam	1971	92287
Guam	1972	96755
Guam	1973	105550
Guam	1974	101302
Guam	1975	102110
Guam	1976	102478
Guam	1977	101167
Guam	1978	101960
Guam	1979	103941
Guam	1980	106869
Guam	1981	109166
Guam	1982	109275
Guam	1983	114080
Guam	1984	117296
Guam	1985	120615
Guam	1986	122880
Guam	1987	125724
Guam	1988	127545
Guam	1989	130947
Guam	1990	134125
Guam	1991	138159
Guam	1992	142326
Guam	1993	143825
Guam	1994	143157
Guam	1995	144190
Guam	1996	145324
Guam	1997	146799
Guam	1998	149724
Guam	1999	152590
Guam	2000	155324
Guam	2001	158330
Guam	2002	161057
Guam	2003	163593
Guam	2004	166090
Guam	2005	168564
Guam	2006	171019
Guam	2007	173456
Guam	2008	175877
Guatemala	1950	2968976
Guatemala	1951	3056382
Guatemala	1952	3146381
Guatemala	1953	3239239
Guatemala	1954	3335063
Guatemala	1955	3433887
Guatemala	1956	3535792
Guatemala	1957	3640876
Guatemala	1958	3749336
Guatemala	1959	3861360
Guatemala	1960	3975707
Guatemala	1961	4091112
Guatemala	1962	4208858
Guatemala	1963	4329980
Guatemala	1964	4454413
Guatemala	1965	4531949
Guatemala	1966	4610525
Guatemala	1967	4690773
Guatemala	1968	4773538
Guatemala	1969	4859160
Guatemala	1970	4950548
Guatemala	1971	5048218
Guatemala	1972	5149581
Guatemala	1973	5254378
Guatemala	1974	5362594
Guatemala	1975	5473584
Guatemala	1976	5586789
Guatemala	1977	5703430
Guatemala	1978	5822706
Guatemala	1979	5942151
Guatemala	1980	6064228
Guatemala	1981	6208454
Guatemala	1982	6395630
Guatemala	1983	6546945
Guatemala	1984	6726525
Guatemala	1985	6917947
Guatemala	1986	7117868
Guatemala	1987	7326406
Guatemala	1988	7543322
Guatemala	1989	7768407
Guatemala	1990	8001019
Guatemala	1991	8240499
Guatemala	1992	8486949
Guatemala	1993	8740433
Guatemala	1994	9001037
Guatemala	1995	9266312
Guatemala	1996	9533880
Guatemala	1997	9803875
Guatemala	1998	10076122
Guatemala	1999	10350211
Guatemala	2000	10625732
Guatemala	2001	10902031
Guatemala	2002	11178650
Guatemala	2003	11456063
Guatemala	2004	11734580
Guatemala	2005	12013907
Guatemala	2006	12293545
Guatemala	2007	12572928
Guatemala	2008	12851647
Guernsey	1950	45347
Guernsey	1951	45537
Guernsey	1952	45725
Guernsey	1953	45898
Guernsey	1954	46038
Guernsey	1955	46161
Guernsey	1956	46277
Guernsey	1957	46400
Guernsey	1958	46546
Guernsey	1959	46723
Guernsey	1960	46926
Guernsey	1961	47211
Guernsey	1962	47859
Guernsey	1963	48575
Guernsey	1964	49329
Guernsey	1965	50077
Guernsey	1966	50782
Guernsey	1967	51468
Guernsey	1968	52099
Guernsey	1969	52697
Guernsey	1970	53287
Guernsey	1971	53759
Guernsey	1972	53818
Guernsey	1973	53827
Guernsey	1974	53792
Guernsey	1975	53721
Guernsey	1976	53630
Guernsey	1977	53555
Guernsey	1978	53485
Guernsey	1979	53422
Guernsey	1980	53360
Guernsey	1981	53415
Guernsey	1982	53846
Guernsey	1983	54280
Guernsey	1984	54718
Guernsey	1985	55159
Guernsey	1986	58440
Guernsey	1987	59441
Guernsey	1988	60484
Guernsey	1989	61544
Guernsey	1990	62623
Guernsey	1991	61289
Guernsey	1992	61675
Guernsey	1993	62037
Guernsey	1994	62367
Guernsey	1995	62668
Guernsey	1996	62951
Guernsey	1997	63243
Guernsey	1998	63527
Guernsey	1999	63806
Guernsey	2000	64080
Guernsey	2001	64342
Guernsey	2002	64587
Guernsey	2003	64818
Guernsey	2004	65031
Guernsey	2005	65228
Guernsey	2006	65409
Guernsey	2007	65573
Guernsey	2008	65726
Guinea	1950	2585509
Guinea	1951	2624584
Guinea	1952	2664249
Guinea	1953	2704514
Guinea	1954	2745388
Guinea	1955	2786879
Guinea	1956	2830712
Guinea	1957	2876726
Guinea	1958	2924954
Guinea	1959	2975408
Guinea	1960	3028117
Guinea	1961	3083075
Guinea	1962	3140003
Guinea	1963	3198659
Guinea	1964	3259080
Guinea	1965	3321330
Guinea	1966	3385447
Guinea	1967	3451418
Guinea	1968	3519302
Guinea	1969	3589194
Guinea	1970	3661175
Guinea	1971	3735240
Guinea	1972	3811387
Guinea	1973	3889716
Guinea	1974	3970332
Guinea	1975	4053377
Guinea	1976	4138911
Guinea	1977	4227026
Guinea	1978	4317827
Guinea	1979	4411454
